date,symbol,price,price_usd,change_in_value_try,change_in_value_usd,change_in_prcntg_try,change_in_prcntg_usd
2023-05-10,ZOREN.IS,2.719,0.13929303278688523,0.24299999999999988,0.012331695488146638,0.0981421647819063,0.09712953368733279
2023-05-11,ZOREN.IS,2.809,0.14375639713408395,0.0900000000000003,0.004463364347198712,0.03310040456050034,0.03204298347087864
2023-05-12,ZOREN.IS,2.707,0.13835224368803026,-0.10200000000000031,-0.005404153446053689,-0.03631185475258114,-0.037592437997824524
2023-05-15,ZOREN.IS,2.682,0.13664153250458527,-0.02499999999999991,-0.001710711183444985,-0.009235315847802017,-0.012364896570108863
2023-05-16,ZOREN.IS,2.767,0.14059959349593495,0.08499999999999996,0.003958060991349682,0.03169276659209541,0.028966749119392787
2023-05-17,ZOREN.IS,2.834,0.143631848360448,0.06700000000000017,0.0030322548645130565,0.024213950126490857,0.021566597663034592
2023-05-18,ZOREN.IS,2.767,0.1400020238818053,-0.06700000000000017,-0.0036298244786427125,-0.023641496118560368,-0.02527172434301317
2023-05-22,ZOREN.IS,2.731,0.1378179249091643,-0.03600000000000003,-0.002184098972640991,-0.013010480664980117,-0.015600481422217816
2023-05-23,ZOREN.IS,2.797,0.14094230284706477,0.06600000000000028,0.0031243779379004633,0.024166971805199555,0.022670330727731836
2023-05-24,ZOREN.IS,2.719,0.13688078936770035,-0.07800000000000029,-0.004061513479364426,-0.027887021809081314,-0.02881685198354922
2023-05-25,ZOREN.IS,2.682,0.1347264781232732,-0.03699999999999992,-0.0021543112444271373,-0.013607944097094538,-0.01573859454185389
2023-05-26,ZOREN.IS,2.7,0.13517572844698109,0.018000000000000238,0.0004492503237078782,0.006711409395973256,0.003334536239393282
2023-05-29,ZOREN.IS,2.791,0.1396267947371054,0.09099999999999975,0.004451066290124317,0.03370370370370357,0.032927999288497434
2023-05-30,ZOREN.IS,2.894,0.1437869528494063,0.1030000000000002,0.004160158112300888,0.036904335363669105,0.02979484074051686
2023-05-31,ZOREN.IS,2.985,0.14481855229963128,0.09099999999999975,0.0010315994502249903,0.031444367657221806,0.0071744997009945966
2023-06-01,ZOREN.IS,3.13,0.15058212258250744,0.14500000000000002,0.005763570282876163,0.048576214405360085,0.03979856303874163
2023-06-02,ZOREN.IS,3.112,0.14897079942556246,-0.017999999999999794,-0.0016113231569449826,-0.005750798722044648,-0.010700627201360557
2023-06-05,ZOREN.IS,3.191,0.15137571157495255,0.07899999999999974,0.0024049121493900927,0.025385604113110416,0.01614351375345735
2023-06-06,ZOREN.IS,3.094,0.14546309355900328,-0.09699999999999998,-0.005912618015949278,-0.03039799435913504,-0.03905922525108452
2023-06-07,ZOREN.IS,3.136,0.14297437767849003,0.04200000000000026,-0.002488715880513248,0.013574660633484337,-0.01710891621800803
2023-06-08,ZOREN.IS,3.1,0.13307005494505494,-0.03600000000000003,-0.009904322733435084,-0.011479591836734748,-0.06927341034284606
2023-06-09,ZOREN.IS,3.07,0.13064385718541213,-0.03000000000000025,-0.002426197759642812,-0.00967741935483879,-0.01823248484149642
